timestamp,latitude,longitude,vehicle_count,average_speed,weather,road_type,day_of_week,hour,is_weekend,is_holiday,congestion_score,congestion_level,co2_emissions
2026-07-04 20:20:50.783243,40.747094542568156,-73.98645996482944,111,30.0,Clear,Arterial,5,20,1,False,43.88234878375385,Medium,88.8
2026-06-08 20:49:50.783243,40.71202931876274,-74.00554801579858,111,34.0,Clear,Highway,0,20,0,False,42.937532425022994,Medium,88.8
2026-07-02 08:32:50.783243,40.70543735096516,-73.99702624762777,131,23.0,Clear,Arterial,3,8,0,False,52.20302066561115,Medium,104.8
2026-07-01 20:22:50.783243,40.709890133172095,-74.00714394044633,50,48.0,Clear,Arterial,2,20,0,False,30.68081857749068,Low,20.0
2026-06-13 20:07:50.783243,40.7470790387722,-73.98558465757712,87,34.0,Clear,Arterial,5,20,1,False,41.841692447294164,Medium,69.6
2026-06-22 12:23:50.783243,40.71177654765412,-74.00466873257838,108,35.0,Clear,Local,0,12,0,False,40.409743104268436,Medium,86.4
2026-06-12 22:50:50.783243,40.704925120061496,-73.9973830922743,101,38.0,Clear,Highway,4,22,0,False,42.10930653540017,Medium,80.8
2026-06-20 05:57:50.783243,40.7627087440744,-73.98558673643674,44,56.0,Clear,Local,5,5,1,False,21.691659573251318,Low,17.6
2026-06-19 13:31:50.783243,40.71296306769944,-74.00584135452947,81,38.0,Clear,Arterial,4,13,0,False,36.67525699157063,Medium,64.8
2026-06-13 11:42:50.783243,40.705853249348756,-73.99711448640205,85,35.0,Clear,Arterial,5,11,1,False,41.95068221236126,Medium,68.0
2026-06-24 22:02:50.783243,40.714814752318446,-74.00710182147492,117,30.0,Clear,Highway,2,22,0,False,43.17486084206828,Medium,93.6
2026-06-28 15:05:50.783243,40.71157628457255,-74.00611565256412,82,45.0,Clear,Highway,6,15,1,False,29.274313853980573,Low,32.8
2026-06-12 10:36:50.783243,40.707375180873186,-73.9963084900728,76,31.0,Clear,Arterial,4,10,0,False,43.06631306730708,Medium,60.8
2026-06-24 05:22:50.783243,40.71391051122692,-74.00667869334852,28,53.0,Clear,Arterial,2,5,0,False,17.184745690497877,Low,11.2
2026-06-29 20:22:50.783243,40.74865977138877,-73.9851220239304,82,32.0,Clear,Arterial,0,20,0,False,44.48829224185368,Medium,65.6
2026-06-29 02:22:50.783243,40.75718554455325,-73.98456331895947,33,51.0,Clear,Local,0,2,0,False,20.053197583909427,Low,13.2
2026-07-03 09:43:50.783243,40.713572552900814,-74.00522932107363,162,15.0,Clear,Highway,4,9,0,False,69.19663929339042,Medium,129.6
2026-06-25 13:51:50.783243,40.70758230391576,-73.99655155576274,62,36.0,Clear,Arterial,3,13,0,False,40.00692969820197,Medium,49.6
2026-06-14 08:02:50.783243,40.75912475057451,-73.9848886389479,185,16.0,Clear,Highway,6,8,1,False,70.70711419472839,High,222.0
2026-06-26 13:43:50.783243,40.705333583299065,-73.9950844020503,91,35.0,Clear,Arterial,4,13,0,False,44.049176005917246,Medium,72.8
2026-06-27 07:32:50.783243,40.74536228612001,-73.98542031852784,114,29.0,Rainy,Local,5,7,1,False,48.86057781780903,Medium,91.2
2026-06-19 16:55:50.783243,40.707398632791254,-73.99870044461058,112,48.0,Clear,Highway,4,16,0,False,35.60067612265566,Medium,89.6
2026-06-16 18:15:50.783243,40.74867578327161,-73.98483315429735,153,23.0,Clear,Highway,1,18,0,False,58.87506772104857,Medium,122.4
2026-06-14 09:39:50.783243,40.748743455648345,-73.98620907943976,198,7.0,Rainy,Highway,6,9,1,False,75.64928049616638,High,237.6
2026-06-11 13:54:50.783243,40.71384863857279,-74.00510015504943,96,46.0,Clear,Local,3,13,0,False,30.81133004757709,Low,38.4
2026-06-23 05:30:50.783243,40.71299611086593,-74.0038380900664,39,54.0,Clear,Arterial,1,5,0,False,17.10129511133762,Low,15.6
2026-06-29 12:16:50.783243,40.7066161021971,-73.99551065118567,50,34.0,Clear,Arterial,0,12,0,False,31.478127832175964,Low,20.0
2026-06-05 14:50:50.783243,40.70680058575909,-73.99519447387205,61,47.0,Clear,Highway,4,14,0,False,28.665081756712954,Low,24.4
2026-06-07 17:52:50.783243,40.74767035085092,-73.98538860260807,163,22.0,Clear,Highway,6,17,1,False,63.50495614860792,Medium,130.4
2026-06-22 15:10:50.783243,40.71226676703863,-74.00457198335923,75,39.0,Clear,Local,0,15,0,False,33.740431362424026,Low,30.0
2026-06-05 07:31:50.783243,40.7034184925821,-73.99873085515642,85,33.0,Clear,Arterial,4,7,0,False,46.179079313815684,Medium,68.0
2026-06-29 06:30:50.783243,40.70728589098414,-73.99595072134392,72,34.0,Clear,Arterial,0,6,0,False,36.49786892101764,Medium,57.6
2026-07-03 21:14:50.783243,40.70658624952873,-73.99709521458155,62,48.0,Clear,Highway,4,21,0,False,19.82323824716144,Low,24.8
2026-06-27 11:06:50.783243,40.74958749404094,-73.98476382027441,65,34.0,Clear,Highway,5,11,1,False,41.51004690621449,Medium,52.0
2026-06-17 21:39:50.783243,40.713286777474565,-74.0034870601255,76,21.0,Snowy,Highway,2,21,0,False,51.78503652779284,Medium,60.8
2026-06-21 23:13:50.783243,40.75920573409129,-73.98426133619608,31,50.0,Rainy,Arterial,6,23,1,False,19.064375493578034,Low,12.4
2026-06-17 11:23:50.783243,40.71453153150762,-74.00671607259586,71,20.0,Snowy,Highway,2,11,0,False,52.553339060005726,Medium,56.8
2026-07-02 23:41:50.783243,40.71501303432542,-74.0047135105652,13,53.0,Clear,Highway,3,23,0,False,16.23986555393687,Low,5.2
2026-06-24 23:09:50.783243,40.7593840778405,-73.98634084641533,12,62.0,Clear,Arterial,2,23,0,False,7.6058986958240045,Low,4.8
2026-07-02 07:37:50.783243,40.71237048022575,-74.00593158824012,111,46.0,Clear,Arterial,3,7,0,False,39.58359275714104,Medium,88.8
2026-07-01 04:37:50.783243,40.71406536103417,-74.00759948221736,10,40.0,Snowy,Local,2,4,0,False,26.238967299862185,Low,4.0
2026-06-09 07:49:50.783243,40.715088744935876,-74.00544963587436,98,43.0,Clear,Local,1,7,0,False,33.22257672020179,Low,39.2
2026-06-28 17:20:50.783243,40.70461915618849,-73.99763674529312,135,17.0,Clear,Highway,6,17,1,False,62.521347730754215,Medium,108.0
2026-06-30 08:46:50.783243,40.75640982386916,-73.98250837855885,179,11.0,Clear,Highway,1,8,0,False,72.23702446013326,High,214.8
2026-06-26 21:10:50.783243,40.71532702744691,-74.00859547296564,62,43.0,Clear,Local,4,21,0,False,26.036481621038636,Low,24.8
2026-06-12 01:35:50.783243,40.75714527445174,-73.98526197744653,29,49.0,Rainy,Arterial,4,1,0,False,19.920770689552185,Low,11.6
2026-06-21 13:52:50.783243,40.74600835851181,-73.98659906253442,118,38.0,Rainy,Arterial,6,13,1,False,47.424160922534575,Medium,94.4
2026-07-03 11:02:50.783243,40.749611333447405,-73.98431377142536,55,46.0,Clear,Arterial,4,11,0,False,27.60643146455234,Low,22.0
2026-06-14 08:55:50.783243,40.71074711482669,-74.00519676228504,197,18.0,Clear,Local,6,8,1,False,72.84571224985716,High,236.4
2026-07-01 05:43:50.783243,40.709171098381695,-73.99672770779767,41,51.0,Clear,Highway,2,5,0,False,21.805572486820765,Low,16.4
2026-06-30 19:30:50.783243,40.71126942512911,-74.00640364165689,103,41.0,Clear,Local,1,19,0,False,42.8895028499132,Medium,82.4
2026-06-18 17:57:50.783243,40.74576189077036,-73.987474887769,214,15.0,Rainy,Highway,3,17,0,False,78.48955917483448,High,256.8
2026-06-12 02:48:50.783243,40.70895886085539,-73.9965585965186,27,42.0,Snowy,Highway,4,2,0,False,19.9323034667197,Low,10.8
2026-07-01 04:19:50.783243,40.70790887281086,-73.99633661789801,29,49.0,Rainy,Arterial,2,4,0,False,16.28051738858472,Low,11.6
2026-06-09 08:53:50.783243,40.71364033856646,-74.00736819238492,199,24.0,Clear,Arterial,1,8,0,False,61.878089003687776,Medium,159.2
2026-07-03 15:59:50.783243,40.749967969189505,-73.98605378971222,116,47.0,Clear,Highway,4,15,0,False,33.96171611443133,Low,46.4
2026-07-02 15:08:50.783243,40.71223800800747,-74.00722801547798,54,38.0,Clear,Local,3,15,0,False,33.012565415772144,Low,21.6
2026-06-16 08:01:50.783243,40.71286249790069,-74.00573280736135,145,18.0,Clear,Arterial,1,8,0,False,58.928983844548554,Medium,116.0
2026-06-05 05:41:50.783243,40.75086745157025,-73.98607355405933,31,63.0,Clear,Highway,4,5,0,False,10.256906379551369,Low,12.4
2026-06-08 05:40:50.783243,40.748519223677725,-73.9834143188847,26,44.0,Rainy,Arterial,0,5,0,False,21.411765785399215,Low,10.4
2026-06-29 22:13:50.783243,40.70621289891889,-73.99821251300118,77,39.0,Clear,Local,0,22,0,False,28.53690168655242,Low,30.8
2026-06-08 05:51:50.783243,40.716059263443064,-74.00365577965069,22,53.0,Clear,Highway,0,5,0,False,15.762827049083963,Low,8.8
2026-06-13 23:49:50.783243,40.707489266321296,-73.99403587503929,28,59.0,Clear,Highway,5,23,1,False,14.509777861757744,Low,11.2
2026-06-12 02:06:50.783243,40.74651173693767,-73.98391679848852,5,39.0,Snowy,Highway,4,2,0,False,22.505871632282233,Low,2.0
2026-06-12 09:08:50.783243,40.748805685238665,-73.98577535716417,174,18.0,Clear,Arterial,4,9,0,False,66.83321756540053,Medium,139.2
2026-07-01 11:49:50.783243,40.76003308683874,-73.98434862421857,100,34.0,Snowy,Local,2,11,0,False,41.55540029400929,Medium,80.0
2026-07-01 15:27:50.783243,40.75986087301042,-73.98632217619199,67,40.0,Rainy,Highway,2,15,0,False,30.688762837032915,Low,26.8
2026-07-02 03:30:50.783243,40.74841619724721,-73.98437710513441,20,51.0,Rainy,Highway,3,3,0,False,20.221328024398495,Low,8.0
2026-06-05 00:48:50.783243,40.711897046981655,-74.00485962335804,17,44.0,Snowy,Highway,4,0,0,False,17.923955011668212,Low,6.8
2026-06-18 08:55:50.783243,40.71376570390256,-74.00497405754379,167,8.0,Rainy,Highway,3,8,0,False,75.11883354034262,High,200.4
2026-06-30 05:37:50.783243,40.71366895515531,-74.00525406233325,43,61.0,Clear,Local,1,5,0,False,13.087856315366858,Low,17.2
2026-06-26 05:22:50.783243,40.75926518476604,-73.98386963139077,44,54.0,Clear,Highway,4,5,0,False,21.398523320205925,Low,17.6
2026-06-11 15:09:50.783243,40.709097074313426,-73.99926928113597,63,48.0,Clear,Arterial,3,15,0,False,21.613882818831488,Low,25.2
2026-06-06 13:11:50.783243,40.71494872287618,-74.00417791691046,115,43.0,Clear,Highway,5,13,1,False,31.597101943486724,Low,46.0
2026-06-26 17:52:50.783243,40.706372799382585,-73.99652766912055,134,24.0,Clear,Arterial,4,17,0,False,53.600266209392366,Medium,107.2
2026-06-12 12:28:50.783243,40.71330049315793,-74.00444369008362,76,30.0,Clear,Arterial,4,12,0,False,44.26551090581061,Medium,60.8
2026-06-21 11:49:50.783243,40.74953548292496,-73.98708324798626,111,36.0,Rainy,Highway,6,11,1,False,41.83423651772147,Medium,88.8
2026-06-19 08:08:50.783243,40.746533017945026,-73.98836808037335,214,12.0,Clear,Arterial,4,8,0,False,75.35006097411785,High,256.8
2026-06-05 14:13:50.783243,40.76256862796942,-73.98490616822704,95,40.0,Clear,Arterial,4,14,0,False,42.30956150589612,Medium,76.0
2026-06-23 05:34:50.783243,40.70676317499797,-73.99652463410114,21,61.0,Clear,Arterial,1,5,0,False,10.872011682377387,Low,8.4
2026-06-19 06:49:50.783243,40.71660803665261,-74.00521407099934,74,23.0,Snowy,Arterial,4,6,0,False,44.609308144101306,Medium,59.2
2026-06-06 21:47:50.783243,40.74876915552343,-73.98412232479947,102,38.0,Clear,Arterial,5,21,1,False,37.69713300286805,Medium,81.6
2026-06-10 13:32:50.783243,40.75823478016127,-73.98497601606084,56,47.0,Clear,Local,2,13,0,False,25.72932531884826,Low,22.4
2026-06-14 09:29:50.783243,40.75785267595752,-73.98646035524122,144,16.0,Clear,Highway,6,9,1,False,67.14504986390722,Medium,115.2
2026-06-16 07:20:50.783243,40.71446098584437,-74.00573606501416,83,21.0,Snowy,Arterial,1,7,0,False,48.788103294090455,Medium,66.4
2026-06-20 00:05:50.783243,40.712305573987294,-74.0066720407097,16,50.0,Clear,Highway,5,0,1,False,22.1633995962178,Low,6.4
2026-06-24 10:31:50.783243,40.71241753417387,-74.00374401051712,79,45.0,Clear,Highway,2,10,0,False,25.12056291986662,Low,31.6
2026-06-25 01:44:50.783243,40.758342838701004,-73.98721126754208,37,50.0,Clear,Arterial,3,1,0,False,20.236222932044665,Low,14.8
2026-06-12 00:52:50.783243,40.758514774458106,-73.98356357012733,27,41.0,Snowy,Local,4,0,0,False,24.502264222941662,Low,10.8
2026-06-12 15:57:50.783243,40.74682011191903,-73.98622602229182,108,37.0,Clear,Arterial,4,15,0,False,43.63000398683332,Medium,86.4
2026-06-29 06:30:50.783243,40.7044784050086,-73.99597609658959,91,35.0,Rainy,Highway,0,6,0,False,40.46235184533922,Medium,72.8
2026-06-05 14:21:50.783243,40.70874703040139,-73.99876225184641,56,39.0,Clear,Highway,4,14,0,False,27.74780534093766,Low,22.4
2026-06-28 18:16:50.783243,40.74745903418748,-73.98382252279289,248,13.0,Rainy,Highway,6,18,1,False,79.53679805854976,High,297.6
2026-06-09 22:42:50.783243,40.74862545264219,-73.98624541831832,83,38.0,Rainy,Arterial,1,22,0,False,37.93554008884326,Medium,66.4
2026-06-06 19:32:50.783243,40.71305629815719,-74.00627597500453,89,31.0,Clear,Highway,5,19,1,False,43.822020271693944,Medium,71.2
2026-07-03 18:40:50.783243,40.713627795482964,-74.00299163893153,228,11.0,Clear,Highway,4,18,0,False,75.66836389921387,High,273.6
2026-06-13 23:14:50.783243,40.74704013199047,-73.98443333647344,31,54.0,Clear,Highway,5,23,1,False,19.374203310807722,Low,12.4
2026-06-11 00:45:50.783243,40.757415625413635,-73.98487918825595,26,59.0,Clear,Arterial,3,0,0,False,6.978499730379226,Low,10.4
2026-06-21 17:42:50.783243,40.709221971985144,-73.99735683045773,232,20.0,Clear,Arterial,6,17,1,False,73.41808986920087,High,278.4
2026-06-08 09:32:50.783243,40.756621230025516,-73.98510800470626,188,17.0,Clear,Highway,0,9,0,False,71.66555773585122,High,225.6
2026-07-02 00:49:50.783243,40.75733113099671,-73.98777083502482,18,59.0,Clear,Highway,3,0,0,False,9.36655066551307,Low,7.2
2026-06-05 01:39:50.783243,40.74750830317779,-73.98537373814145,34,56.0,Clear,Highway,4,1,0,False,19.057168150470694,Low,13.6
2026-06-19 06:10:50.783243,40.758219383537195,-73.98415058754931,57,46.0,Clear,Arterial,4,6,0,False,33.24475671162591,Low,22.8
2026-06-13 07:17:50.783243,40.74871153153074,-73.9852926317442,60,23.0,Snowy,Highway,5,7,1,False,47.21742608596918,Medium,48.0
2026-06-25 02:40:50.783243,40.74834066726921,-73.98467774895394,23,64.0,Clear,Highway,3,2,0,False,4.334039986824786,Low,9.2
2026-06-22 17:49:50.783243,40.7525128175104,-73.9855805132137,222,10.0,Clear,Highway,0,17,0,False,77.87553289461943,High,266.4
2026-06-27 01:04:50.783243,40.75146359463407,-73.98497223734215,32,61.0,Clear,Local,5,1,1,False,14.911376679594632,Low,12.8
2026-06-10 06:43:50.783243,40.75534257650285,-73.98575649850471,82,45.0,Clear,Local,2,6,0,False,28.6605448413618,Low,32.8
2026-06-14 16:38:50.783243,40.74763521363375,-73.98942691736862,88,43.0,Clear,Arterial,6,16,1,False,30.855280428621597,Low,35.2
2026-06-14 01:03:50.783243,40.70729048691297,-73.99735054073213,19,63.0,Clear,Arterial,6,1,1,False,5.732108117886968,Low,7.6
2026-06-27 12:52:50.783243,40.75599948254833,-73.98691109374747,117,47.0,Clear,Highway,5,12,1,False,33.2070678214476,Low,46.8
2026-06-21 14:54:50.783243,40.70577901673366,-73.99697419556448,71,26.0,Rainy,Highway,6,14,1,False,48.17439576685832,Medium,56.8
2026-06-29 01:55:50.783243,40.75914967831232,-73.984361323104,19,41.0,Snowy,Highway,0,1,0,False,27.6601727622141,Low,7.6
2026-07-04 02:03:50.783243,40.74746569425536,-73.98644395356948,19,60.0,Clear,Highway,5,2,1,False,12.373273307563581,Low,7.6
2026-06-10 00:53:50.783243,40.748563003246595,-73.98826315145877,18,52.0,Clear,Arterial,2,0,0,False,16.33851245598126,Low,7.2
2026-06-22 16:24:50.783243,40.7566263838275,-73.98277874219801,76,24.0,Rainy,Highway,0,16,0,False,48.15162620541104,Medium,60.8
2026-06-17 07:13:50.783243,40.712696466227506,-74.00628136799641,105,32.0,Clear,Arterial,2,7,0,False,50.99477587642942,Medium,84.0
2026-07-04 13:19:50.783243,40.71137397431289,-74.00726136319707,60,31.0,Clear,Highway,5,13,1,False,42.29515965253468,Medium,48.0
2026-06-11 21:42:50.783243,40.71286490754212,-74.00445428986934,62,19.0,Snowy,Highway,3,21,0,False,49.34659434777842,Medium,49.6
2026-06-17 21:45:50.783243,40.758361061863816,-73.98421401775397,116,37.0,Clear,Arterial,2,21,0,False,45.080355984549314,Medium,92.8
2026-06-26 18:09:50.783243,40.74700759582287,-73.98480844678662,167,18.0,Clear,Highway,4,18,0,False,69.23325359889158,Medium,133.6
2026-06-11 06:56:50.783243,40.713542433276345,-74.00537262116782,80,39.0,Clear,Highway,3,6,0,False,34.28852189390176,Low,32.0
2026-06-23 11:47:50.783243,40.70613696314764,-73.99676506577781,88,31.0,Clear,Arterial,1,11,0,False,45.04409323057245,Medium,70.4
2026-06-27 05:25:50.783243,40.761266179919645,-73.98524294329859,43,54.0,Rainy,Highway,5,5,1,False,19.769579622560837,Low,17.2
2026-06-28 04:18:50.783243,40.74773034957817,-73.98540886501064,39,54.0,Clear,Local,6,4,1,False,19.25849314873959,Low,15.6
2026-06-15 08:18:50.783243,40.76176620688268,-73.98344449958621,237,10.0,Clear,Highway,0,8,0,False,80.93321287729312,High,284.4
2026-06-23 20:02:50.783243,40.74754847434099,-73.98460317675998,88,32.0,Rainy,Highway,1,20,0,False,48.23339168230925,Medium,70.4
2026-06-26 07:57:50.783243,40.75863338951777,-73.98412704549793,80,16.0,Snowy,Arterial,4,7,0,False,50.73896329384899,Medium,64.0
2026-06-21 06:50:50.783243,40.705766380832316,-73.9986204379431,51,44.0,Clear,Arterial,6,6,1,False,31.040498126341305,Low,20.4
2026-07-02 06:13:50.783243,40.70646500917398,-73.99726185408679,108,49.0,Clear,Highway,3,6,0,False,32.56324195093351,Low,43.2
2026-06-06 09:39:50.783243,40.748276773232405,-73.98402405625261,183,10.0,Clear,Highway,5,9,1,False,75.64902333240003,High,219.6
2026-06-28 21:34:50.783243,40.70237805752015,-73.9961292472104,95,46.0,Clear,Highway,6,21,1,False,37.98670127224191,Medium,76.0
2026-06-15 14:50:50.783243,40.75944826010224,-73.98746958460607,64,43.0,Clear,Arterial,0,14,0,False,30.043854789028615,Low,25.6
2026-06-11 10:07:50.783243,40.70606191643042,-73.99715955231804,122,23.0,Rainy,Highway,3,10,0,False,54.39787490918229,Medium,97.6
2026-06-17 08:52:50.783243,40.74895819708664,-73.9849816917541,214,15.0,Clear,Arterial,2,8,0,False,73.2498066439849,High,256.8
2026-06-25 22:06:50.783243,40.746662452966206,-73.98344490254735,100,38.0,Clear,Local,3,22,0,False,40.13204952558544,Medium,80.0
2026-06-11 05:04:50.783243,40.70572923392622,-73.997922976372,41,51.0,Clear,Arterial,3,5,0,False,23.71065830029844,Low,16.4
2026-06-21 01:55:50.783243,40.70463185002821,-73.99637216339814,35,55.0,Clear,Local,6,1,1,False,18.93206258951942,Low,14.0
2026-07-02 00:09:50.783243,40.7511179701862,-73.98516311140696,5,43.0,Snowy,Highway,3,0,0,False,21.61262780907818,Low,2.0
2026-06-30 11:58:50.783243,40.75919639940704,-73.98198710869106,111,49.0,Clear,Local,1,11,0,False,37.10218219690297,Medium,88.8
2026-06-19 19:27:50.783243,40.70565254475817,-73.99365451525117,73,32.0,Rainy,Arterial,4,19,0,False,38.739579402874156,Medium,58.4
2026-06-17 06:49:50.783243,40.7605939866563,-73.98065248447242,68,43.0,Clear,Highway,2,6,0,False,33.270345357829434,Low,27.2
2026-07-02 16:24:50.783243,40.746708259169246,-73.98485358391795,56,19.0,Snowy,Local,3,16,0,False,48.181541851558904,Medium,44.8
2026-06-24 23:05:50.783243,40.71263389985638,-74.0046006813735,38,55.0,Clear,Highway,2,23,0,False,20.758852592208285,Low,15.2
2026-06-10 23:54:50.783243,40.71045728970791,-74.00299739434621,13,61.0,Clear,Local,2,23,0,False,11.64090421728602,Low,5.2
2026-06-27 03:39:50.783243,40.75653541176452,-73.98288518947541,5,49.0,Snowy,Arterial,5,3,1,False,17.85696863524026,Low,2.0
2026-06-18 11:01:50.783243,40.71072162237028,-74.00383353262443,75,37.0,Clear,Arterial,3,11,0,False,41.31884549101379,Medium,60.0
2026-06-28 01:01:50.783243,40.71439360226481,-74.00935163966348,14,55.0,Clear,Highway,6,1,1,False,13.415523091046706,Low,5.6
2026-07-03 13:28:50.783243,40.749610939687216,-73.98756864908864,119,46.0,Clear,Local,4,13,0,False,37.41274234370696,Medium,95.2
2026-07-04 21:25:50.783243,40.712391406044254,-74.00914273628402,89,41.0,Clear,Local,5,21,1,False,31.4680183342446,Low,35.6
2026-06-18 18:55:50.783243,40.71227702179839,-74.00652388655648,139,17.0,Clear,Arterial,3,18,0,False,63.25537881959574,Medium,111.2
2026-06-18 14:55:50.783243,40.749045062470785,-73.98415457481894,86,44.0,Clear,Arterial,3,14,0,False,34.474377785266086,Low,34.4
2026-06-05 10:58:50.783243,40.74949144431545,-73.98562208117129,110,49.0,Clear,Highway,4,10,0,False,33.716367477079544,Low,44.0
2026-06-24 01:39:50.783243,40.711458155151384,-74.00732166072429,44,55.0,Clear,Highway,2,1,0,False,18.958527538034232,Low,17.6
2026-06-29 08:56:50.783243,40.705899630238044,-73.9952712004872,147,8.0,Snowy,Arterial,0,8,0,False,75.61216122430196,High,176.4
2026-06-09 15:17:50.783243,40.74858088490083,-73.98629163277062,99,41.0,Clear,Highway,1,15,0,False,37.82728318971672,Medium,79.2
2026-07-04 04:13:50.783243,40.70740510159603,-73.99615647716804,48,47.0,Rainy,Highway,5,4,1,False,23.989571694605374,Low,19.2
2026-06-15 20:16:50.783243,40.74916052364673,-73.98540256593394,79,47.0,Clear,Local,0,20,0,False,31.041617147169237,Low,31.6
2026-06-26 07:38:50.783243,40.714058777301574,-74.00327694097275,35,33.0,Snowy,Local,4,7,0,False,33.542611104080144,Low,14.0
2026-06-10 16:04:50.783243,40.70640928647304,-73.99780650785416,115,47.0,Clear,Highway,2,16,0,False,34.31790605235833,Low,46.0
2026-06-29 23:40:50.783243,40.75835369627477,-73.98397068648359,13,55.0,Clear,Local,0,23,0,False,12.755602300780808,Low,5.2
2026-06-17 08:51:50.783243,40.74620694604275,-73.98394262920966,248,17.0,Clear,Arterial,2,8,0,False,82.17063774952591,High,297.6
2026-06-13 11:37:50.783243,40.7061625335557,-73.99724859865975,82,46.0,Clear,Arterial,5,11,1,False,37.242214433833574,Medium,65.6
2026-06-12 19:26:50.783243,40.75915645645735,-73.98872467764782,115,43.0,Clear,Arterial,4,19,0,False,33.57226561203992,Low,46.0
2026-06-23 18:05:50.783243,40.7584941001625,-73.9832072693806,175,5.0,Rainy,Arterial,1,18,0,False,77.2935453682636,High,210.0
2026-06-08 02:30:50.783243,40.74628573302379,-73.98640022241868,24,58.0,Clear,Highway,0,2,0,False,12.737913939726205,Low,9.6
2026-06-09 23:50:50.783243,40.71417747490901,-74.00835575090544,46,54.0,Rainy,Arterial,1,23,0,False,18.18945452372406,Low,18.4
2026-07-04 15:20:50.783243,40.757447483317705,-73.98494193674078,98,42.0,Clear,Highway,5,15,1,False,38.35015629707366,Medium,78.4
2026-06-07 13:33:50.783243,40.748370543301604,-73.98487126506836,105,46.0,Clear,Highway,6,13,1,False,30.60506637238824,Low,42.0
2026-06-29 00:45:50.783243,40.75971494704355,-73.98502670989451,10,61.0,Clear,Arterial,0,0,0,False,8.938321080525423,Low,4.0
2026-06-24 20:31:50.783243,40.75703420514691,-73.9861393577967,58,44.0,Clear,Arterial,2,20,0,False,29.250346502183078,Low,23.2
2026-06-28 16:43:50.783243,40.70712150935811,-73.9972672003627,109,40.0,Rainy,Arterial,6,16,1,False,41.681463197018815,Medium,87.2
2026-06-23 04:39:50.783243,40.748465717207964,-73.98592050300243,43,50.0,Clear,Highway,1,4,0,False,18.78177270106393,Low,17.2
2026-06-28 11:14:50.783243,40.752269564006475,-73.98690551185194,81,40.0,Clear,Highway,6,11,1,False,35.4565824263748,Medium,64.8
2026-06-27 07:56:50.783243,40.71365347461878,-74.00355740506531,88,38.0,Clear,Local,5,7,1,False,43.26020755918935,Medium,70.4
2026-06-22 22:05:50.783243,40.7109203128177,-74.00425711459678,85,37.0,Clear,Arterial,0,22,0,False,33.61682315821222,Low,34.0
2026-06-09 16:23:50.783243,40.70704693692489,-73.9992349239562,51,34.0,Clear,Arterial,1,16,0,False,31.281122645463753,Low,20.4
2026-06-10 18:17:50.783243,40.75810700699499,-73.98802667771227,163,22.0,Clear,Highway,2,18,0,False,61.733748681219474,Medium,130.4
2026-06-05 11:40:50.783243,40.705086020590535,-73.9961158330743,92,18.0,Snowy,Arterial,4,11,0,False,52.77035618357678,Medium,73.6
2026-06-29 15:12:50.783243,40.75947541795618,-73.98646979835867,79,45.0,Clear,Highway,0,15,0,False,31.432800444823854,Low,31.6
2026-06-25 09:00:50.783243,40.716278994309974,-74.00541002324091,223,17.0,Clear,Local,3,9,0,False,74.24631540578137,High,267.6
2026-06-23 07:41:50.783243,40.70433826517626,-73.99920467761073,82,45.0,Clear,Highway,1,7,0,False,29.8967539932592,Low,32.8
